Strain	Condition	Individual	Replicate	Highlight.1	Rate	OD	Temperature	Specie	Strain2	Line
SU2-3	Control	I2	1	SU2-3_Control_I2	0.447	1.091	28	SU	SU2	3
SU2-3	Control	I2	2	SU2-3_Control_I2	0.45	1.096	28	SU	SU2	3
SU2-3	Control	I2	3	SU2-3_Control_I2	0.44	1.061	28	SU	SU2	3
SU2-4	Control	I2	1	SU2-4_Control_I2	0.441	1.111	28	SU	SU2	4
SU2-4	Control	I2	2	SU2-4_Control_I2	0.454	1.133	28	SU	SU2	4
SU2-4	Control	I2	3	SU2-4_Control_I2	0.458	1.081	28	SU	SU2	4
SU2-1	Control	I3	1	SU2-1_Control_I3	0.429	1.057	28	SU	SU2	1
SU2-1	Control	I3	2	SU2-1_Control_I3	0.434	1.080	28	SU	SU2	1
SU2-1	Control	I3	3	SU2-1_Control_I3	0.455	1.115	28	SU	SU2	1
SU2-2	Control	I3	1	SU2-2_Control_I3	0.466	1.179	28	SU	SU2	2
SU2-2	Control	I3	2	SU2-2_Control_I3	0.446	1.095	28	SU	SU2	2
SU2-2	Control	I3	3	SU2-2_Control_I3	0.469	1.109	28	SU	SU2	2
SU2-3	Control	I3	1	SU2-3_Control_I3	0.471	1.038	28	SU	SU2	3
SU2-3	Control	I3	2	SU2-3_Control_I3	0.464	1.078	28	SU	SU2	3
SU2-3	Control	I3	3	SU2-3_Control_I3	0.46	1.077	28	SU	SU2	3
SU2-4	Control	I3	1	SU2-4_Control_I3	0.448	1.123	28	SU	SU2	4
SU2-4	Control	I3	2	SU2-4_Control_I3	0.444	1.149	28	SU	SU2	4
SU2-4	Control	I3	3	SU2-4_Control_I3	0.43	1.223	28	SU	SU2	4
SU2-1	Treatment	I1	1	SU2-1_Treatment_I1	0.345	1.087	28	SU	SU2	1
SU2-1	Treatment	I1	2	SU2-1_Treatment_I1	0.358	1.116	28	SU	SU2	1
SU2-1	Treatment	I1	3	SU2-1_Treatment_I1	0.376	1.119	28	SU	SU2	1
SU2-2	Treatment	I1	1	SU2-2_Treatment_I1	0.352	1.137	28	SU	SU2	2
SU2-2	Treatment	I1	2	SU2-2_Treatment_I1	0.335	1.178	28	SU	SU2	2
SU2-2	Treatment	I1	3	SU2-2_Treatment_I1	0.369	1.119	28	SU	SU2	2
SU2-3	Treatment	I1	1	SU2-3_Treatment_I1	0.362	1.089	28	SU	SU2	3
SU2-3	Treatment	I1	2	SU2-3_Treatment_I1	0.348	1.129	28	SU	SU2	3
SU2-3	Treatment	I1	3	SU2-3_Treatment_I1	0.343	1.069	28	SU	SU2	3
SU2-4	Treatment	I1	1	SU2-4_Treatment_I1	0.361	1.057	28	SU	SU2	4
SU2-4	Treatment	I1	2	SU2-4_Treatment_I1	0.352	1.045	28	SU	SU2	4
SU2-4	Treatment	I1	3	SU2-4_Treatment_I1	0.361	1.137	28	SU	SU2	4
SU2-1	Treatment	I2	1	SU2-1_Treatment_I2	0.357	1.054	28	SU	SU2	1
SU2-1	Treatment	I2	2	SU2-1_Treatment_I2	0.36	0.987	28	SU	SU2	1
SU2-1	Treatment	I2	3	SU2-1_Treatment_I2	0.365	1.088	28	SU	SU2	1
SU2-2	Treatment	I2	1	SU2-2_Treatment_I2	0.336	1.064	28	SU	SU2	2
SU2-2	Treatment	I2	2	SU2-2_Treatment_I2	0.312	1.086	28	SU	SU2	2
SU2-2	Treatment	I2	3	SU2-2_Treatment_I2	0.372	0.996	28	SU	SU2	2
SU2-3	Treatment	I2	1	SU2-3_Treatment_I2	0.335	1.055	28	SU	SU2	3
SU2-3	Treatment	I2	2	SU2-3_Treatment_I2	0.338	1.125	28	SU	SU2	3
SU2-3	Treatment	I2	3	SU2-3_Treatment_I2	0.347	1.150	28	SU	SU2	3
SU2-4	Treatment	I2	1	SU2-4_Treatment_I2	0.358	1.076	28	SU	SU2	4
SU2-4	Treatment	I2	2	SU2-4_Treatment_I2	0.367	1.075	28	SU	SU2	4
SU2-4	Treatment	I2	3	SU2-4_Treatment_I2	0.357	1.175	28	SU	SU2	4
SU2-1	Treatment	I3	1	SU2-1_Treatment_I3	0.316	0.988	28	SU	SU2	1
SU2-1	Treatment	I3	2	SU2-1_Treatment_I3	0.323	0.984	28	SU	SU2	1
SU2-1	Treatment	I3	3	SU2-1_Treatment_I3	0.351	1.068	28	SU	SU2	1
SU2-2	Treatment	I3	1	SU2-2_Treatment_I3	0.35	1.098	28	SU	SU2	2
SU2-2	Treatment	I3	2	SU2-2_Treatment_I3	0.351	1.108	28	SU	SU2	2
SU2-2	Treatment	I3	3	SU2-2_Treatment_I3	0.384	1.011	28	SU	SU2	2
SU2-3	Treatment	I3	1	SU2-3_Treatment_I3	0.364	0.990	28	SU	SU2	3
SU2-3	Treatment	I3	2	SU2-3_Treatment_I3	0.383	1.123	28	SU	SU2	3
SU2-3	Treatment	I3	3	SU2-3_Treatment_I3	0.362	1.016	28	SU	SU2	3
SU2-4	Treatment	I3	1	SU2-4_Treatment_I3	0.38	1.093	28	SU	SU2	4
SU2-4	Treatment	I3	2	SU2-4_Treatment_I3	0.368	1.067	28	SU	SU2	4
SU2-4	Treatment	I3	3	SU2-4_Treatment_I3	0.366	1.209	28	SU	SU2	4
SU2	Ancestral	Ancestral	1	SU2_Ancestral	0.441	1.175	28	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	2	SU2_Ancestral	0.421	1.239	28	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	3	SU2_Ancestral	0.45	1.231	28	SU	SU2	Ancestral
SU2-1	Control	I1	1	SU2-1_Control_I1	0.308	0.955	31	SU	SU2	1
SU2-1	Control	I1	2	SU2-1_Control_I1	0.285	0.964	31	SU	SU2	1
SU2-1	Control	I1	3	SU2-1_Control_I1	0.286	1.014	31	SU	SU2	1
SU2-2	Control	I1	1	SU2-2_Control_I1	0.26	0.914	31	SU	SU2	2
SU2-2	Control	I1	2	SU2-2_Control_I1	0.254	0.976	31	SU	SU2	2
SU2-2	Control	I1	3	SU2-2_Control_I1	0.265	0.950	31	SU	SU2	2
SU2-3	Control	I1	1	SU2-3_Control_I1	0.272	0.966	31	SU	SU2	3
SU2-3	Control	I1	2	SU2-3_Control_I1	0.278	0.972	31	SU	SU2	3
SU2-3	Control	I1	3	SU2-3_Control_I1	0.27	0.748	31	SU	SU2	3
SU2-4	Control	I1	1	SU2-4_Control_I1	0.327	0.845	31	SU	SU2	4
SU2-4	Control	I1	2	SU2-4_Control_I1	0.274	0.899	31	SU	SU2	4
SU2-4	Control	I1	3	SU2-4_Control_I1	0.312	1.106	31	SU	SU2	4
SU2-1	Control	I2	1	SU2-1_Control_I2	0.262	0.550	31	SU	SU2	1
SU2-1	Control	I2	2	SU2-1_Control_I2	0.26	0.937	31	SU	SU2	1
SU2-1	Control	I2	3	SU2-1_Control_I2	0.279	0.985	31	SU	SU2	1
SU2-2	Control	I2	1	SU2-2_Control_I2	0.354	0.910	31	SU	SU2	2
SU2-2	Control	I2	2	SU2-2_Control_I2	0.356	1.095	31	SU	SU2	2
SU2-2	Control	I2	3	SU2-2_Control_I2	0.386	0.897	31	SU	SU2	2
SU2-3	Control	I2	1	SU2-3_Control_I2	0.296	1.065	31	SU	SU2	3
SU2-3	Control	I2	2	SU2-3_Control_I2	0.295	1.044	31	SU	SU2	3
SU2-3	Control	I2	3	SU2-3_Control_I2	0.293	0.949	31	SU	SU2	3
SU2-4	Control	I2	1	SU2-4_Control_I2	0.301	1.070	31	SU	SU2	4
SU2-4	Control	I2	2	SU2-4_Control_I2	0.283	0.985	31	SU	SU2	4
SU2-4	Control	I2	3	SU2-4_Control_I2	0.312	1.204	31	SU	SU2	4
SU2-1	Control	I3	1	SU2-1_Control_I3	0.305	0.595	31	SU	SU2	1
SU2-1	Control	I3	2	SU2-1_Control_I3	0.288	1.054	31	SU	SU2	1
SU2-1	Control	I3	3	SU2-1_Control_I3	0.306	1.101	31	SU	SU2	1
SU2-2	Control	I3	1	SU2-2_Control_I3	0.255	0.975	31	SU	SU2	2
SU2-2	Control	I3	2	SU2-2_Control_I3	0.265	1.051	31	SU	SU2	2
SU2-2	Control	I3	3	SU2-2_Control_I3	0.283	0.986	31	SU	SU2	2
SU2-3	Control	I3	1	SU2-3_Control_I3	0.295	1.034	31	SU	SU2	3
SU2-3	Control	I3	2	SU2-3_Control_I3	0.301	1.069	31	SU	SU2	3
SU2-3	Control	I3	3	SU2-3_Control_I3	0.282	0.907	31	SU	SU2	3
SU2-4	Control	I3	1	SU2-4_Control_I3	0.306	1.060	31	SU	SU2	4
SU2-4	Control	I3	2	SU2-4_Control_I3	0.282	1.127	31	SU	SU2	4
SU2-4	Control	I3	3	SU2-4_Control_I3	0.29	1.205	31	SU	SU2	4
SU2-1	Treatment	I1	1	SU2-1_Treatment_I1	0.336	0.929	31	SU	SU2	1
SU2-1	Treatment	I1	2	SU2-1_Treatment_I1	0.33	1.081	31	SU	SU2	1
SU2-1	Treatment	I1	3	SU2-1_Treatment_I1	0.347	1.029	31	SU	SU2	1
SU2-2	Treatment	I1	1	SU2-2_Treatment_I1	0.319	1.165	31	SU	SU2	2
SU2-2	Treatment	I1	2	SU2-2_Treatment_I1	0.317	1.154	31	SU	SU2	2
SU2-2	Treatment	I1	3	SU2-2_Treatment_I1	0.333	1.115	31	SU	SU2	2
SU2-3	Treatment	I1	1	SU2-3_Treatment_I1	0.329	1.092	31	SU	SU2	3
SU2-3	Treatment	I1	2	SU2-3_Treatment_I1	0.335	0.996	31	SU	SU2	3
SU2-3	Treatment	I1	3	SU2-3_Treatment_I1	0.32	0.993	31	SU	SU2	3
SU2-4	Treatment	I1	1	SU2-4_Treatment_I1	0.337	1.002	31	SU	SU2	4
SU2-4	Treatment	I1	2	SU2-4_Treatment_I1	0.33	0.973	31	SU	SU2	4
SU2-4	Treatment	I1	3	SU2-4_Treatment_I1	0.337	1.194	31	SU	SU2	4
SU2-1	Treatment	I2	1	SU2-1_Treatment_I2	0.319	1.079	31	SU	SU2	1
SU2-1	Treatment	I2	2	SU2-1_Treatment_I2	0.331	1.053	31	SU	SU2	1
SU2-1	Treatment	I2	3	SU2-1_Treatment_I2	0.335	1.049	31	SU	SU2	1
SU2-2	Treatment	I2	1	SU2-2_Treatment_I2	0.333	0.961	31	SU	SU2	2
SU2-2	Treatment	I2	2	SU2-2_Treatment_I2	0.318	1.038	31	SU	SU2	2
SU2-2	Treatment	I2	3	SU2-2_Treatment_I2	0.339	1.013	31	SU	SU2	2
SU2-3	Treatment	I2	1	SU2-3_Treatment_I2	0.329	1.089	31	SU	SU2	3
SU2-3	Treatment	I2	2	SU2-3_Treatment_I2	0.325	1.038	31	SU	SU2	3
SU2-3	Treatment	I2	3	SU2-3_Treatment_I2	0.323	1.020	31	SU	SU2	3
SU2-4	Treatment	I2	1	SU2-4_Treatment_I2	0.35	0.945	31	SU	SU2	4
SU2-4	Treatment	I2	2	SU2-4_Treatment_I2	0.336	1.046	31	SU	SU2	4
SU2-4	Treatment	I2	3	SU2-4_Treatment_I2	0.338	1.187	31	SU	SU2	4
SU2-1	Treatment	I3	1	SU2-1_Treatment_I3	0.273	0.911	31	SU	SU2	1
SU2-1	Treatment	I3	2	SU2-1_Treatment_I3	0.307	0.984	31	SU	SU2	1
SU2-1	Treatment	I3	3	SU2-1_Treatment_I3	0.327	0.985	31	SU	SU2	1
SU2-2	Treatment	I3	1	SU2-2_Treatment_I3	0.353	0.873	31	SU	SU2	2
SU2-2	Treatment	I3	2	SU2-2_Treatment_I3	0.334	1.018	31	SU	SU2	2
SU2-2	Treatment	I3	3	SU2-2_Treatment_I3	0.34	0.993	31	SU	SU2	2
SU2-3	Treatment	I3	1	SU2-3_Treatment_I3	0.337	1.049	31	SU	SU2	3
SU2-3	Treatment	I3	2	SU2-3_Treatment_I3	0.34	1.027	31	SU	SU2	3
SU2-3	Treatment	I3	3	SU2-3_Treatment_I3	0.326	1.017	31	SU	SU2	3
SU2-4	Treatment	I3	1	SU2-4_Treatment_I3	0.35	0.981	31	SU	SU2	4
SU2-4	Treatment	I3	2	SU2-4_Treatment_I3	0.345	0.836	31	SU	SU2	4
SU2-4	Treatment	I3	3	SU2-4_Treatment_I3	0.341	1.227	31	SU	SU2	4
SU2	Ancestral	Ancestral	1	SU2_Ancestral	0.296	1.140	31	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	2	SU2_Ancestral	0.284	1.170	31	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	3	SU2_Ancestral	0.304	1.247	31	SU	SU2	Ancestral
SU2-1	Control	I1	1	SU2-1_Control_I1	0	0.030	33	SU	SU2	1
SU2-1	Control	I1	2	SU2-1_Control_I1	0	0.018	33	SU	SU2	1
SU2-1	Control	I1	3	SU2-1_Control_I1	0	0.022	33	SU	SU2	1
SU2-2	Control	I1	1	SU2-2_Control_I1	0	0.009	33	SU	SU2	2
SU2-2	Control	I1	2	SU2-2_Control_I1	0	0.018	33	SU	SU2	2
SU2-2	Control	I1	3	SU2-2_Control_I1	0	0.006	33	SU	SU2	2
SU2-3	Control	I1	1	SU2-3_Control_I1	0	0.006	33	SU	SU2	3
SU2-3	Control	I1	2	SU2-3_Control_I1	0	0.008	33	SU	SU2	3
SU2-3	Control	I1	3	SU2-3_Control_I1	0	0.014	33	SU	SU2	3
SU2-4	Control	I1	1	SU2-4_Control_I1	0	0.017	33	SU	SU2	4
SU2-4	Control	I1	2	SU2-4_Control_I1	0	0.016	33	SU	SU2	4
SU2-4	Control	I1	3	SU2-4_Control_I1	0	0.022	33	SU	SU2	4
SU2-1	Control	I2	1	SU2-1_Control_I2	0	0.014	33	SU	SU2	1
SU2-1	Control	I2	2	SU2-1_Control_I2	0	0.011	33	SU	SU2	1
SU2-1	Control	I2	3	SU2-1_Control_I2	0	0.016	33	SU	SU2	1
SU2-2	Control	I2	1	SU2-2_Control_I2	0	0.123	33	SU	SU2	2
SU2-2	Control	I2	2	SU2-2_Control_I2	0	0.170	33	SU	SU2	2
SU2-2	Control	I2	3	SU2-2_Control_I2	0	0.168	33	SU	SU2	2
SU2-3	Control	I2	1	SU2-3_Control_I2	0	0.010	33	SU	SU2	3
SU2-3	Control	I2	2	SU2-3_Control_I2	0	0.010	33	SU	SU2	3
SU2-3	Control	I2	3	SU2-3_Control_I2	0	0.009	33	SU	SU2	3
SU2-4	Control	I2	1	SU2-4_Control_I2	0	0.016	33	SU	SU2	4
SU2-4	Control	I2	2	SU2-4_Control_I2	0	0.021	33	SU	SU2	4
SU2-4	Control	I2	3	SU2-4_Control_I2	0	0.019	33	SU	SU2	4
SU2-1	Control	I3	1	SU2-1_Control_I3	0	0.022	33	SU	SU2	1
SU2-1	Control	I3	2	SU2-1_Control_I3	0	0.031	33	SU	SU2	1
SU2-1	Control	I3	3	SU2-1_Control_I3	0	0.018	33	SU	SU2	1
SU2-2	Control	I3	1	SU2-2_Control_I3	0	0.009	33	SU	SU2	2
SU2-2	Control	I3	2	SU2-2_Control_I3	0	0.013	33	SU	SU2	2
SU2-2	Control	I3	3	SU2-2_Control_I3	0	0.007	33	SU	SU2	2
SU2-3	Control	I3	1	SU2-3_Control_I3	0	0.005	33	SU	SU2	3
SU2-3	Control	I3	2	SU2-3_Control_I3	0	0.006	33	SU	SU2	3
SU2-3	Control	I3	3	SU2-3_Control_I3	0	0.011	33	SU	SU2	3
SU2-4	Control	I3	1	SU2-4_Control_I3	0	0.029	33	SU	SU2	4
SU2-4	Control	I3	2	SU2-4_Control_I3	0	0.023	33	SU	SU2	4
SU2-4	Control	I3	3	SU2-4_Control_I3	0	0.041	33	SU	SU2	4
SU2-1	Treatment	I1	1	SU2-1_Treatment_I1	0.238	0.715	33	SU	SU2	1
SU2-1	Treatment	I1	2	SU2-1_Treatment_I1	0.249	0.779	33	SU	SU2	1
SU2-1	Treatment	I1	3	SU2-1_Treatment_I1	0.264	0.916	33	SU	SU2	1
SU2-2	Treatment	I1	1	SU2-2_Treatment_I1	0.276	0.850	33	SU	SU2	2
SU2-2	Treatment	I1	2	SU2-2_Treatment_I1	0.284	0.948	33	SU	SU2	2
SU2-2	Treatment	I1	3	SU2-2_Treatment_I1	0.302	1.045	33	SU	SU2	2
SU2-3	Treatment	I1	1	SU2-3_Treatment_I1	0.261	0.853	33	SU	SU2	3
SU2-3	Treatment	I1	2	SU2-3_Treatment_I1	0.246	0.904	33	SU	SU2	3
SU2-3	Treatment	I1	3	SU2-3_Treatment_I1	0.234	0.860	33	SU	SU2	3
SU2-4	Treatment	I1	1	SU2-4_Treatment_I1	0.246	0.770	33	SU	SU2	4
SU2-4	Treatment	I1	2	SU2-4_Treatment_I1	0.237	0.878	33	SU	SU2	4
SU2-4	Treatment	I1	3	SU2-4_Treatment_I1	0.249	0.921	33	SU	SU2	4
SU2-1	Treatment	I2	1	SU2-1_Treatment_I2	0.255	0.880	33	SU	SU2	1
SU2-1	Treatment	I2	2	SU2-1_Treatment_I2	0.22	0.771	33	SU	SU2	1
SU2-1	Treatment	I2	3	SU2-1_Treatment_I2	0.249	0.753	33	SU	SU2	1
SU2-2	Treatment	I2	1	SU2-2_Treatment_I2	0.242	0.952	33	SU	SU2	2
SU2-2	Treatment	I2	2	SU2-2_Treatment_I2	0.236	0.814	33	SU	SU2	2
SU2-2	Treatment	I2	3	SU2-2_Treatment_I2	0.25	0.925	33	SU	SU2	2
SU2-3	Treatment	I2	1	SU2-3_Treatment_I2	0.239	0.892	33	SU	SU2	3
SU2-3	Treatment	I2	2	SU2-3_Treatment_I2	0.231	0.872	33	SU	SU2	3
SU2-3	Treatment	I2	3	SU2-3_Treatment_I2	0.243	0.952	33	SU	SU2	3
SU2-4	Treatment	I2	1	SU2-4_Treatment_I2	0.262	0.852	33	SU	SU2	4
SU2-4	Treatment	I2	2	SU2-4_Treatment_I2	0.245	0.853	33	SU	SU2	4
SU2-4	Treatment	I2	3	SU2-4_Treatment_I2	0.27	1.054	33	SU	SU2	4
SU2-1	Treatment	I3	1	SU2-1_Treatment_I3	0.208	0.543	33	SU	SU2	1
SU2-1	Treatment	I3	2	SU2-1_Treatment_I3	0.193	0.699	33	SU	SU2	1
SU2-1	Treatment	I3	3	SU2-1_Treatment_I3	0.206	0.847	33	SU	SU2	1
SU2-2	Treatment	I3	1	SU2-2_Treatment_I3	0.25	0.815	33	SU	SU2	2
SU2-2	Treatment	I3	2	SU2-2_Treatment_I3	0.233	0.741	33	SU	SU2	2
SU2-2	Treatment	I3	3	SU2-2_Treatment_I3	0.278	0.850	33	SU	SU2	2
SU2-3	Treatment	I3	1	SU2-3_Treatment_I3	0.262	0.953	33	SU	SU2	3
SU2-3	Treatment	I3	2	SU2-3_Treatment_I3	0.277	0.960	33	SU	SU2	3
SU2-3	Treatment	I3	3	SU2-3_Treatment_I3	0.267	0.963	33	SU	SU2	3
SU2-4	Treatment	I3	1	SU2-4_Treatment_I3	0.29	0.918	33	SU	SU2	4
SU2-4	Treatment	I3	2	SU2-4_Treatment_I3	0.273	1.016	33	SU	SU2	4
SU2-4	Treatment	I3	3	SU2-4_Treatment_I3	0.284	1.111	33	SU	SU2	4
SU2	Ancestral	Ancestral	1	SU2_Ancestral	0	0.024	33	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	2	SU2_Ancestral	0	0.040	33	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	3	SU2_Ancestral	0	0.022	33	SU	SU2	Ancestral
SU2-1	Control	I1	1	SU2-1_Control_I1	0.217	1.208	20	SU	SU2	1
SU2-1	Control	I1	2	SU2-1_Control_I1	0.2095	1.090	20	SU	SU2	1
SU2-1	Control	I1	3	SU2-1_Control_I1	0.202	1.265	20	SU	SU2	1
SU2-2	Control	I1	1	SU2-2_Control_I1	0.202	1.199	20	SU	SU2	2
SU2-2	Control	I1	2	SU2-2_Control_I1	0.195	1.270	20	SU	SU2	2
SU2-2	Control	I1	3	SU2-2_Control_I1	0.194	1.132	20	SU	SU2	2
SU2-3	Control	I1	1	SU2-3_Control_I1	0.194	1.135	20	SU	SU2	3
SU2-3	Control	I1	2	SU2-3_Control_I1	0.195	1.188	20	SU	SU2	3
SU2-3	Control	I1	3	SU2-3_Control_I1	0.198	1.186	20	SU	SU2	3
SU2-4	Control	I1	1	SU2-4_Control_I1	0.196	1.324	20	SU	SU2	4
SU2-4	Control	I1	2	SU2-4_Control_I1	0.192	1.247	20	SU	SU2	4
SU2-4	Control	I1	3	SU2-4_Control_I1	0.194	1.137	20	SU	SU2	4
SU2-1	Control	I2	1	SU2-1_Control_I2	0.197	1.036	20	SU	SU2	1
SU2-1	Control	I2	2	SU2-1_Control_I2	0.204	1.064	20	SU	SU2	1
SU2-1	Control	I2	3	SU2-1_Control_I2	0.209	1.237	20	SU	SU2	1
SU2-2	Control	I2	1	SU2-2_Control_I2	0.191	1.177	20	SU	SU2	2
SU2-2	Control	I2	2	SU2-2_Control_I2	0.194	1.234	20	SU	SU2	2
SU2-2	Control	I2	3	SU2-2_Control_I2	0.194	1.252	20	SU	SU2	2
SU2-3	Control	I2	1	SU2-3_Control_I2	0.192	1.137	20	SU	SU2	3
SU2-3	Control	I2	2	SU2-3_Control_I2	0.189	1.148	20	SU	SU2	3
SU2-3	Control	I2	3	SU2-3_Control_I2	0.205	1.290	20	SU	SU2	3
SU2-4	Control	I2	1	SU2-4_Control_I2	0.195	1.375	20	SU	SU2	4
SU2-4	Control	I2	2	SU2-4_Control_I2	0.194	1.345	20	SU	SU2	4
SU2-4	Control	I2	3	SU2-4_Control_I2	0.194	1.237	20	SU	SU2	4
SU2-1	Control	I3	1	SU2-1_Control_I3	0.208	1.163	20	SU	SU2	1
SU2-1	Control	I3	2	SU2-1_Control_I3	0.216	1.196	20	SU	SU2	1
SU2-1	Control	I3	3	SU2-1_Control_I3	0.206	1.289	20	SU	SU2	1
SU2-2	Control	I3	1	SU2-2_Control_I3	0.201	1.160	20	SU	SU2	2
SU2-2	Control	I3	2	SU2-2_Control_I3	0.204	1.211	20	SU	SU2	2
SU2-2	Control	I3	3	SU2-2_Control_I3	0.194	1.121	20	SU	SU2	2
SU2-3	Control	I3	1	SU2-3_Control_I3	0.2	1.158	20	SU	SU2	3
SU2-3	Control	I3	2	SU2-3_Control_I3	0.193	1.139	20	SU	SU2	3
SU2-3	Control	I3	3	SU2-3_Control_I3	0.193	1.173	20	SU	SU2	3
SU2-4	Control	I3	1	SU2-4_Control_I3	0.193	1.340	20	SU	SU2	4
SU2-4	Control	I3	2	SU2-4_Control_I3	0.192	1.339	20	SU	SU2	4
SU2-4	Control	I3	3	SU2-4_Control_I3	0.192	1.257	20	SU	SU2	4
SU2-1	Treatment	I1	1	SU2-1_Treatment_I1	0.176	1.122	20	SU	SU2	1
SU2-1	Treatment	I1	2	SU2-1_Treatment_I1	0.171	1.061	20	SU	SU2	1
SU2-1	Treatment	I1	3	SU2-1_Treatment_I1	0.164	1.178	20	SU	SU2	1
SU2-2	Treatment	I1	1	SU2-2_Treatment_I1	0.153	0.981	20	SU	SU2	2
SU2-2	Treatment	I1	2	SU2-2_Treatment_I1	0.173	1.203	20	SU	SU2	2
SU2-2	Treatment	I1	3	SU2-2_Treatment_I1	0.172	1.260	20	SU	SU2	2
SU2-3	Treatment	I1	1	SU2-3_Treatment_I1	0.167	1.291	20	SU	SU2	3
SU2-3	Treatment	I1	2	SU2-3_Treatment_I1	0.158	1.275	20	SU	SU2	3
SU2-3	Treatment	I1	3	SU2-3_Treatment_I1	0.162	1.266	20	SU	SU2	3
SU2-4	Treatment	I1	1	SU2-4_Treatment_I1	0.175	1.319	20	SU	SU2	4
SU2-4	Treatment	I1	2	SU2-4_Treatment_I1	0.168	1.289	20	SU	SU2	4
SU2-4	Treatment	I1	3	SU2-4_Treatment_I1	0.172	1.227	20	SU	SU2	4
SU2-1	Treatment	I2	1	SU2-1_Treatment_I2	0.176	1.219	20	SU	SU2	1
SU2-1	Treatment	I2	2	SU2-1_Treatment_I2	0.165	1.069	20	SU	SU2	1
SU2-1	Treatment	I2	3	SU2-1_Treatment_I2	0.168	1.224	20	SU	SU2	1
SU2-2	Treatment	I2	1	SU2-2_Treatment_I2	0.147	0.948	20	SU	SU2	2
SU2-2	Treatment	I2	2	SU2-2_Treatment_I2	0.168	1.162	20	SU	SU2	2
SU2-2	Treatment	I2	3	SU2-2_Treatment_I2	0.157	1.206	20	SU	SU2	2
SU2-3	Treatment	I2	1	SU2-3_Treatment_I2	0.171	1.311	20	SU	SU2	3
SU2-3	Treatment	I2	2	SU2-3_Treatment_I2	0.157	1.044	20	SU	SU2	3
SU2-3	Treatment	I2	3	SU2-3_Treatment_I2	0.156	1.259	20	SU	SU2	3
SU2-4	Treatment	I2	1	SU2-4_Treatment_I2	0.169	1.234	20	SU	SU2	4
SU2-4	Treatment	I2	2	SU2-4_Treatment_I2	0.174	1.212	20	SU	SU2	4
SU2-4	Treatment	I2	3	SU2-4_Treatment_I2	0.172	1.157	20	SU	SU2	4
SU2-1	Treatment	I3	1	SU2-1_Treatment_I3	0.181	1.245	20	SU	SU2	1
SU2-1	Treatment	I3	2	SU2-1_Treatment_I3	0.165	1.002	20	SU	SU2	1
SU2-1	Treatment	I3	3	SU2-1_Treatment_I3	0.157	1.152	20	SU	SU2	1
SU2-2	Treatment	I3	1	SU2-2_Treatment_I3	0.155	0.935	20	SU	SU2	2
SU2-2	Treatment	I3	2	SU2-2_Treatment_I3	0.163	1.153	20	SU	SU2	2
SU2-2	Treatment	I3	3	SU2-2_Treatment_I3	0.157	1.049	20	SU	SU2	2
SU2-3	Treatment	I3	1	SU2-3_Treatment_I3	0.158	0.997	20	SU	SU2	3
SU2-3	Treatment	I3	2	SU2-3_Treatment_I3	0.15	1.000	20	SU	SU2	3
SU2-3	Treatment	I3	3	SU2-3_Treatment_I3	0.158	0.987	20	SU	SU2	3
SU2-4	Treatment	I3	1	SU2-4_Treatment_I3	0.169	1.276	20	SU	SU2	4
SU2-4	Treatment	I3	2	SU2-4_Treatment_I3	0.175	1.288	20	SU	SU2	4
SU2-4	Treatment	I3	3	SU2-4_Treatment_I3	0.172	1.170	20	SU	SU2	4
SU2	Ancestral	Ancestral	1	SU2_Ancestral	0.183	1.070	20	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	2	SU2_Ancestral	0.187	1.180	20	SU	SU2	Ancestral
SU2	Ancestral	Ancestral	3	SU2_Ancestral	0.185	1.253	20	SU	SU2	Ancestral
SU2-1	Control	I1	1	SU2-1_Control_I1	0.133	1.207	16	SU	SU2	1
SU2-1	Control	I1	2	SU2-1_Control_I1	0.144	1.232	16	SU	SU2	1
SU2-1	Control	I1	3	SU2-1_Control_I1	0.137	1.422	16	SU	SU2	1
SU2-2	Control	I1	1	SU2-2_Control_I1	0.132	1.266	16	SU	SU2	2
SU2-2	Control	I1	2	SU2-2_Control_I1	0.134	1.274	16	SU	SU2	2
SU2-2	Control	I1	3	SU2-2_Control_I1	0.134	1.307	16	SU	SU2	2
SU2-3	Control	I1	1	SU2-3_Control_I1	0.143	1.393	16	SU	SU2	3
SU2-3	Control	I1	2	SU2-3_Control_I1	0.129	1.191	16	SU	SU2	3
SU2-3	Control	I1	3	SU2-3_Control_I1	0.142	1.312	16	SU	SU2	3
SU2-4	Control	I1	1	SU2-4_Control_I1	0.132	1.297	16	SU	SU2	4
SU2-4	Control	I1	2	SU2-4_Control_I1	0.129	1.273	16	SU	SU2	4
SU2-4	Control	I1	3	SU2-4_Control_I1	0.13	1.255	16	SU	SU2	4
SU2-1	Control	I2	1	SU2-1_Control_I2	0.124	1.178	16	SU	SU2	1
SU2-1	Control	I2	2	SU2-1_Control_I2	0.141	1.160	16	SU	SU2	1
SU2-1	Control	I2	3	SU2-1_Control_I2	0.138	1.267	16	SU	SU2	1
